Episode,Result,EndReason,Duration,BossPool,P1Pool,P2Pool,BossDmgDealt,PlayerDmgDealt,BossHpLeft,P1HpLeft,P2HpLeft,BossHits,BossCasts,P1Hits,P2Hits,CumulativeReward,FirstTouchP1,FirstTouchP2,P1DeathTime,P2DeathTime,BossTravelDist,UnlockedSkills,AvgDistBP1,MinDistBP1,MaxDistBP1,AvgDistBP2,MinDistBP2,MaxDistBP2,AvgDistP1P2,MinDistP1P2,MaxDistP1P2,BossAreaXZ,P1AreaXZ,P2AreaXZ,TargetSwitches,IdleRatio,FwdRatio,RotRatio,FacingRatio,CdWaitRatio,AvgCastDist,WallTime,CounterAttacks,CloseAlignFrames,RetreatFrames
524,BossLose,BossDeath,51.3,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,190,2000,0.00,0.37,1.00,0,8,8,13,-7.983,-1.0,-1.0,-1.0,-1.0,238.7,3,35.4,11.7,44.2,35.1,14.2,43.7,69.9,29.0,81.7,3392.3,9113.0,7201.4,31,0.000,0.930,0.070,0.669,0.176,31.2,0.00,0,1717,875
525,BossLose,BossDeath,56.2,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,62,2000,0.00,0.79,1.00,1,12,11,12,-1.083,-1.0,-1.0,-1.0,-1.0,263.8,3,37.7,11.0,41.8,35.5,19.5,42.1,72.5,33.8,80.6,3749.0,13424.8,5938.5,58,0.001,0.938,0.060,0.823,0.574,33.6,0.00,0,2314,549
526,BossLose,BossDeath,51.6,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,31,2000,0.00,0.90,1.00,1,16,7,9,-5.132,-1.0,-1.0,-1.0,-1.0,242.4,3,39.0,11.8,62.3,35.2,19.3,42.8,73.7,33.8,89.7,3366.4,13417.9,5780.3,39,0.001,0.939,0.060,0.838,0.968,33.8,0.00,1,2164,453
527,BossLose,BossDeath,74.3,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,1,18,11,15,-1.682,-1.0,-1.0,-1.0,-1.0,347.5,3,39.1,11.6,62.1,35.7,19.5,43.0,74.1,33.8,88.9,3170.5,14422.1,6207.1,81,0.000,0.935,0.065,0.781,0.674,35.6,0.00,0,2904,767
528,BossLose,BossDeath,65.6,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,201,2000,0.00,0.41,0.91,4,19,9,11,-3.501,-1.0,-1.0,-1.0,-1.0,313.8,3,32.6,11.2,48.3,36.1,11.4,45.4,68.1,33.8,87.8,7147.8,8956.3,15173.5,33,0.000,0.957,0.043,0.597,0.993,31.0,0.00,3,1958,1194
529,BossLose,BossDeath,38.2,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,57,2000,0.00,0.85,0.96,1,10,9,5,-9.704,-1.0,-1.0,-1.0,-1.0,181.9,3,34.3,12.0,45.8,34.6,17.7,42.6,67.7,22.1,83.2,4656.2,9350.2,9842.5,32,0.001,0.952,0.047,0.545,0.990,31.8,0.00,0,1041,766
530,BossLose,BossDeath,50.6,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,10,10,12,-2.309,-1.0,-1.0,-1.0,-1.0,234.1,3,38.7,17.4,50.3,34.4,14.1,40.6,72.0,24.8,87.1,2607.4,11297.7,5486.0,42,0.000,0.925,0.075,0.885,0.393,34.9,0.00,0,2241,347
531,BossLose,BossDeath,55.7,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,12,12,14,-3.314,-1.0,-1.0,-1.0,-1.0,255.8,3,37.5,15.3,49.6,34.8,12.8,43.2,71.5,33.8,82.6,2794.1,10643.9,6150.5,36,0.001,0.918,0.081,0.798,0.821,31.5,0.00,0,2223,646
532,BossLose,BossDeath,44.5,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,11,2000,0.00,0.96,1.00,0,6,6,10,6.155,-1.0,-1.0,-1.0,-1.0,211.3,3,36.0,11.7,47.7,30.4,5.0,42.9,64.9,24.8,83.4,5444.1,8498.4,6628.8,29,0.001,0.950,0.049,0.717,0.278,27.4,0.00,0,1595,686
533,BossWin,AllPlayerDeath,48.2,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,1431,0.28,0.00,0.00,4,12,8,6,8.117,48.2,30.2,48.2,30.2,220.0,3,33.6,12.1,46.8,33.0,11.7,43.7,68.1,19.9,87.8,4243.2,8504.0,4884.7,21,0.001,0.914,0.085,0.796,0.714,25.5,0.00,2,1917,449
534,BossLose,BossDeath,57.1,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,8,8,10,-4.638,-1.0,-1.0,-1.0,-1.0,265.6,3,36.8,12.0,47.0,36.0,14.2,52.8,72.1,29.0,97.3,3036.6,10189.6,6559.1,52,0.001,0.930,0.068,0.745,0.227,35.3,0.00,0,2127,719
535,BossLose,BossDeath,47.7,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,7,2000,0.00,1.00,0.98,0,8,11,6,-3.243,-1.0,-1.0,-1.0,-1.0,221.0,3,37.9,13.4,66.3,33.9,11.9,51.7,70.8,19.9,101.2,3615.6,8818.8,12167.0,41,0.002,0.927,0.071,0.643,0.432,31.2,0.00,0,1533,526
536,BossLose,BossDeath,67.5,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,14,2000,0.00,0.95,1.00,1,17,11,15,1.551,-1.0,-1.0,-1.0,-1.0,316.5,3,38.9,11.2,57.5,34.7,14.3,41.3,72.6,22.6,91.8,3523.5,14246.6,6386.2,50,0.000,0.938,0.062,0.891,0.764,33.8,0.00,0,3007,476
537,BossLose,BossDeath,77.1,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,18,9,12,0.111,-1.0,-1.0,-1.0,-1.0,360.0,3,38.4,11.0,42.5,35.5,19.5,40.8,73.2,33.8,79.0,2887.0,12561.1,5755.6,75,0.001,0.934,0.065,0.847,0.335,35.8,0.00,0,3264,578
538,BossLose,BossDeath,49.8,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,9,7,12,-3.045,-1.0,-1.0,-1.0,-1.0,230.2,3,38.3,14.1,42.7,34.8,14.3,40.8,71.7,22.6,78.8,2750.6,11563.8,5533.2,48,0.000,0.926,0.074,0.880,0.358,35.3,0.00,0,2190,328
539,BossLose,BossDeath,70.1,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,81,2000,0.00,0.77,0.96,1,16,14,8,-1.229,-1.0,-1.0,-1.0,-1.0,333.0,3,32.9,10.5,46.6,36.3,14.1,52.4,67.3,29.0,94.8,7038.4,10455.7,10289.9,54,0.001,0.950,0.050,0.572,0.604,30.0,0.00,1,2004,1198
540,BossLose,BossDeath,51.0,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,14,6,9,-6.048,-1.0,-1.0,-1.0,-1.0,235.6,3,37.3,14.2,47.5,35.2,10.6,60.5,71.6,22.6,103.3,2542.4,11715.0,6180.1,35,0.000,0.923,0.076,0.778,0.971,33.3,0.00,0,1985,516
541,BossLose,BossDeath,41.7,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,6,9,8,-7.262,-1.0,-1.0,-1.0,-1.0,190.0,3,38.6,19.5,61.5,34.5,13.6,40.5,72.6,33.8,91.2,2803.4,12134.2,5270.8,28,0.002,0.912,0.086,0.785,0.408,35.2,0.00,0,1635,491
542,BossLose,BossDeath,41.4,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,95,2000,0.00,0.84,0.84,1,9,6,11,-6.550,-1.0,-1.0,-1.0,-1.0,194.1,3,36.7,14.1,50.2,34.5,17.1,40.7,70.0,24.8,84.0,3375.8,10784.7,5240.4,41,0.000,0.937,0.063,0.710,0.924,32.4,0.00,1,1471,626
543,BossLose,BossDeath,53.1,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,7,9,13,-1.834,-1.0,-1.0,-1.0,-1.0,247.1,3,40.0,11.7,61.9,35.7,19.5,40.7,74.7,33.8,94.1,2322.9,12634.3,5360.7,43,0.002,0.931,0.068,0.863,0.280,37.1,0.00,0,2291,415
544,BossLose,BossDeath,34.6,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,3,2000,0.00,0.99,1.00,0,4,5,8,-3.623,-1.0,-1.0,-1.0,-1.0,160.4,3,38.7,12.6,58.9,34.2,14.1,40.8,72.6,29.0,85.7,2710.6,13396.5,5890.7,28,0.002,0.928,0.069,0.916,0.257,36.8,0.00,0,1582,230
545,BossLose,BossDeath,52.1,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,13,11,8,-8.976,-1.0,-1.0,-1.0,-1.0,245.0,3,36.0,17.5,47.4,39.6,14.1,52.2,74.5,24.8,93.0,3069.6,7560.2,13302.7,51,0.000,0.940,0.059,0.636,0.969,33.9,0.00,0,1657,673
546,BossLose,BossDeath,45.8,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,11,7,10,-1.341,-1.0,-1.0,-1.0,-1.0,212.1,3,37.8,12.2,42.5,34.9,14.1,40.8,72.1,29.0,79.2,3060.2,11947.0,5647.1,32,0.000,0.926,0.074,0.893,0.936,34.0,0.00,0,2046,303
547,BossLose,BossDeath,50.7,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,68,2000,0.00,1.00,0.77,1,14,10,10,-5.423,-1.0,-1.0,-1.0,-1.0,232.5,3,36.1,14.2,46.3,35.4,11.1,52.6,70.4,22.6,94.7,2898.4,10382.1,7843.4,39,0.002,0.918,0.081,0.773,0.955,32.9,0.00,1,1960,599
548,BossLose,BossDeath,43.6,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,175,2000,0.00,0.55,0.87,1,13,6,9,-6.769,-1.0,-1.0,-1.0,-1.0,208.8,3,35.7,7.1,54.8,33.9,11.2,40.6,68.4,29.0,89.9,4386.6,9194.2,9824.8,17,0.000,0.959,0.041,0.695,0.988,29.8,0.00,0,1514,725
549,BossLose,BossDeath,80.7,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,1,2000,0.00,1.00,1.00,1,18,12,13,0.193,-1.0,-1.0,-1.0,-1.0,377.3,3,39.3,11.8,58.5,35.3,14.1,41.9,73.6,22.6,92.9,3125.5,14473.7,5903.2,96,0.000,0.935,0.064,0.823,0.470,34.6,0.00,1,3322,639
550,BossLose,BossDeath,52.8,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,12,9,10,-1.341,-1.0,-1.0,-1.0,-1.0,246.8,3,40.1,13.2,62.5,35.1,19.5,40.5,74.4,33.8,100.3,3167.6,13524.2,5592.2,42,0.001,0.935,0.064,0.883,0.771,34.2,0.00,0,2331,374
551,BossLose,BossDeath,41.4,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,10,10,9,-6.696,-1.0,-1.0,-1.0,-1.0,193.2,3,37.6,14.1,43.7,34.9,17.8,40.6,71.2,24.8,80.1,2678.7,10859.8,4738.9,59,0.001,0.934,0.065,0.811,0.916,34.0,0.00,0,1677,421
552,BossLose,BossDeath,46.8,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,183,2000,0.00,0.63,0.76,2,13,11,5,-3.008,-1.0,-1.0,-1.0,-1.0,220.5,3,34.9,13.4,47.9,38.9,11.4,55.9,73.0,19.9,97.2,3351.6,10436.0,9050.7,39,0.001,0.943,0.056,0.698,0.993,34.6,0.00,1,1631,696
553,BossLose,BossDeath,38.5,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,79,2000,0.00,0.74,1.00,1,8,7,10,-2.131,-1.0,-1.0,-1.0,-1.0,180.0,3,40.1,15.0,61.0,34.4,18.1,41.0,73.9,33.8,99.7,2753.6,11993.8,5241.0,19,0.000,0.936,0.064,0.916,0.606,31.4,0.00,0,1762,276
555,BossLose,BossDeath,86.3,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,1,19,8,12,0.041,-1.0,-1.0,-1.0,-1.0,402.5,3,39.0,10.7,57.2,35.3,14.2,41.2,73.3,22.6,91.4,2538.4,12568.5,5457.2,102,0.001,0.933,0.066,0.773,0.559,34.6,0.00,0,3336,770
556,BossLose,BossDeath,55.8,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,116,2000,0.00,0.98,0.63,1,10,9,10,1.634,-1.0,-1.0,-1.0,-1.0,265.9,3,35.1,10.1,42.3,32.3,5.0,47.6,65.9,22.1,82.3,9530.3,18107.6,15780.5,31,0.000,0.953,0.047,0.658,0.258,32.1,0.00,1,1834,1423
557,BossLose,BossDeath,52.7,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,12,10,9,-4.353,-1.0,-1.0,-1.0,-1.0,246.1,3,38.5,14.5,42.2,34.9,18.2,41.3,72.7,33.8,79.9,2545.9,11664.8,5990.2,52,0.000,0.933,0.066,0.862,0.381,36.1,0.00,0,2272,402
558,BossLose,BossDeath,46.3,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,9,10,10,-1.027,-1.0,-1.0,-1.0,-1.0,217.1,3,38.2,11.2,58.6,34.3,13.3,39.9,71.5,19.9,94.4,2187.2,11140.1,4864.8,32,0.002,0.938,0.060,0.798,0.638,31.5,0.00,0,1847,471
560,BossLose,BossDeath,51.5,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,10,8,10,-4.987,-1.0,-1.0,-1.0,-1.0,242.2,3,37.5,14.1,50.2,34.7,16.0,40.2,70.9,24.8,84.7,3506.5,11010.6,5876.1,27,0.001,0.941,0.058,0.765,0.432,35.0,0.00,0,1970,630
561,BossLose,BossDeath,55.3,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,213,2000,0.00,0.77,0.52,3,15,12,10,10.446,-1.0,49.8,-1.0,-1.0,256.3,3,35.2,17.8,46.8,30.9,4.7,42.2,65.2,24.8,83.4,7261.2,11712.3,11282.4,37,0.001,0.927,0.072,0.627,0.978,30.7,0.00,2,1734,837
562,BossLose,BossDeath,45.7,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,15,2000,0.00,0.95,1.00,0,9,8,9,-6.264,-1.0,-1.0,-1.0,-1.0,211.0,3,35.3,13.2,47.1,35.3,11.1,58.7,69.3,19.9,104.0,3208.2,9271.3,5850.0,44,0.001,0.923,0.077,0.661,0.745,27.7,0.00,0,1512,721
563,BossLose,BossDeath,57.2,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,204,2000,0.00,1.00,0.32,1,17,13,10,8.762,-1.0,37.4,-1.0,-1.0,266.5,3,37.2,14.1,53.8,34.6,4.7,44.6,69.6,24.8,86.9,5346.3,11414.9,10897.4,30,0.000,0.932,0.068,0.730,0.980,34.7,0.00,1,2088,869
564,BossLose,BossDeath,37.5,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,9,8,8,-4.609,-1.0,-1.0,-1.0,-1.0,172.9,3,37.8,14.1,42.5,34.2,14.3,40.0,70.3,22.6,78.8,2892.3,11618.5,5468.3,27,0.000,0.924,0.076,0.914,0.991,33.4,0.00,0,1712,208
565,BossLose,BossDeath,52.4,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,8,2000,0.00,0.97,1.00,0,11,8,11,2.502,-1.0,-1.0,-1.0,-1.0,240.2,3,36.0,17.1,45.9,34.0,11.4,41.0,69.1,33.8,84.1,3263.3,9624.4,8583.5,38,0.001,0.917,0.082,0.752,0.394,31.3,0.00,0,1969,687
566,BossLose,BossDeath,44.5,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,6,8,9,-2.954,-1.0,-1.0,-1.0,-1.0,209.7,3,38.7,11.6,57.6,34.0,13.5,40.9,71.9,19.9,93.4,3646.4,11490.2,6119.5,43,0.001,0.942,0.056,0.870,0.210,34.9,0.00,0,1935,369
567,BossLose,BossDeath,74.1,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,43,2000,0.00,0.86,1.00,1,22,11,14,-5.300,-1.0,-1.0,-1.0,-1.0,341.0,3,38.1,16.5,57.4,35.3,14.1,42.2,72.1,24.8,89.4,2510.9,11090.6,5981.6,60,0.001,0.921,0.078,0.729,0.967,34.4,0.00,1,2700,1021
568,BossLose,BossDeath,52.9,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,1,2000,0.00,1.00,1.00,0,13,11,9,-3.572,-1.0,-1.0,-1.0,-1.0,247.5,3,38.3,11.0,55.9,34.7,13.2,41.0,71.8,19.9,93.0,2433.0,10949.5,4478.5,43,0.000,0.936,0.064,0.789,0.866,34.1,0.00,0,2087,533
569,BossLose,BossDeath,62.0,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,56,2000,0.00,1.00,0.81,1,16,13,11,-5.408,-1.0,-1.0,-1.0,-1.0,290.3,3,37.8,14.1,43.0,35.1,17.6,42.0,71.8,24.8,80.5,2706.0,11109.9,4863.8,92,0.001,0.936,0.063,0.756,0.610,33.2,0.00,1,2345,693
570,BossLose,BossDeath,48.6,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,102,2000,0.00,0.82,0.85,1,11,10,6,5.305,-1.0,-1.0,-1.0,-1.0,227.4,3,31.3,10.5,46.2,38.6,11.3,53.1,69.2,22.6,92.6,5421.2,8742.4,14411.9,38,0.001,0.935,0.064,0.792,0.980,29.9,0.00,0,1925,524
571,BossLose,BossDeath,43.9,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,38,2000,0.00,0.87,1.00,1,9,12,9,-6.402,-1.0,-1.0,-1.0,-1.0,206.3,3,35.3,11.3,47.1,36.7,18.8,42.6,71.1,22.1,85.0,2562.7,7155.6,9286.4,60,0.000,0.940,0.059,0.616,0.660,31.2,0.00,0,1352,831
572,BossLose,BossDeath,56.7,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,83,2000,0.00,0.72,1.00,1,11,7,10,-7.330,-1.0,-1.0,-1.0,-1.0,262.1,3,36.0,14.2,43.9,34.6,11.6,50.3,69.6,22.6,86.6,3583.0,10466.3,7014.3,55,0.001,0.925,0.074,0.637,0.346,33.6,0.00,1,1806,911
573,BossLose,BossDeath,65.2,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,14,11,11,-2.827,-1.0,-1.0,-1.0,-1.0,304.9,3,37.3,14.1,47.5,35.3,15.8,43.4,71.3,24.8,84.0,3670.9,10963.0,7978.0,57,0.001,0.936,0.063,0.652,0.752,33.5,0.00,0,2123,1221
574,BossLose,BossDeath,47.5,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,102,2000,0.00,0.88,0.78,2,11,11,5,11.187,-1.0,33.3,-1.0,-1.0,222.3,3,36.4,11.3,58.3,32.2,4.0,44.4,67.9,29.0,90.7,4931.8,8681.0,9820.5,13,0.000,0.936,0.063,0.873,0.980,31.1,0.00,0,2072,311
575,BossLose,BossDeath,45.3,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,86,2000,0.00,0.86,0.86,1,11,9,10,0.675,-1.0,-1.0,-1.0,-1.0,214.6,3,35.4,12.9,50.0,33.7,11.9,39.2,67.5,22.1,85.1,3684.0,10008.4,5564.3,28,0.001,0.948,0.051,0.764,0.972,31.1,0.00,1,1729,615
576,BossLose,BossDeath,53.5,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,10,6,12,-3.187,-1.0,-1.0,-1.0,-1.0,250.1,3,38.8,11.6,53.3,34.3,14.2,41.9,72.1,22.6,86.8,3434.7,14197.8,5839.4,38,0.001,0.935,0.064,0.847,0.292,35.4,0.00,0,2265,369
577,BossLose,BossDeath,56.8,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,62,2000,0.00,0.79,1.00,1,14,10,10,-3.787,-1.0,-1.0,-1.0,-1.0,265.6,3,37.9,12.0,57.8,34.7,12.9,41.6,71.4,19.9,94.0,2980.3,12155.0,5482.5,49,0.001,0.935,0.063,0.797,0.881,32.4,0.00,1,2264,638
578,BossLose,BossDeath,55.7,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,15,8,10,-2.908,-1.0,-1.0,-1.0,-1.0,258.3,3,38.3,13.6,42.1,34.9,14.1,40.7,72.6,29.0,79.6,3232.5,12427.9,6315.7,66,0.001,0.927,0.072,0.864,0.957,34.8,0.00,0,2409,416
579,BossLose,BossDeath,32.0,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,86,2000,0.00,1.00,0.71,1,8,7,6,-7.134,-1.0,-1.0,-1.0,-1.0,146.3,3,39.1,14.2,63.6,34.3,11.4,59.2,72.2,22.6,105.2,2719.2,11358.6,6338.4,27,0.001,0.914,0.084,0.810,0.983,30.0,0.00,0,1296,306
580,BossLose,BossDeath,51.4,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,14,8,11,-3.029,-1.0,-1.0,-1.0,-1.0,241.0,3,39.2,11.3,60.4,34.5,13.3,41.4,72.8,19.9,96.1,2672.6,11068.5,5237.4,49,0.001,0.937,0.062,0.844,0.966,34.3,0.00,0,2171,392
581,BossLose,BossDeath,44.4,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,8,6,9,-2.901,-1.0,-1.0,-1.0,-1.0,204.5,3,38.0,12.5,42.5,34.6,18.3,41.6,71.4,22.1,79.7,2504.3,11459.2,5517.2,35,0.000,0.921,0.079,0.831,0.792,32.4,0.00,0,1845,309
582,BossLose,BossDeath,60.2,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,12,12,15,-2.615,-1.0,-1.0,-1.0,-1.0,279.0,3,38.7,17.3,56.3,34.6,14.1,40.4,72.2,24.8,86.5,3035.1,11144.4,6206.2,66,0.000,0.927,0.073,0.814,0.632,33.5,0.00,0,2451,629
583,BossLose,BossDeath,76.9,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,156,2000,0.00,0.48,1.00,2,21,13,13,-7.033,-1.0,-1.0,-1.0,-1.0,357.2,3,36.6,13.3,50.4,35.5,11.4,55.8,71.2,19.9,99.0,3435.3,12671.5,6016.6,84,0.000,0.930,0.070,0.601,0.976,33.0,0.00,1,2309,1158
584,BossLose,BossDeath,43.9,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,177,2000,0.00,0.56,0.85,2,11,11,7,-6.783,-1.0,-1.0,-1.0,-1.0,203.5,3,36.7,14.1,53.7,38.2,17.9,53.3,73.2,24.8,91.8,4306.3,14905.5,5726.1,27,0.001,0.926,0.073,0.762,0.960,32.5,0.00,2,1674,785
585,BossLose,BossDeath,33.1,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,127,2000,0.00,0.58,1.00,1,10,8,7,-6.130,-1.0,-1.0,-1.0,-1.0,149.8,3,38.8,17.9,51.9,33.5,14.1,39.5,71.0,24.8,83.4,2438.8,10326.3,5560.6,8,0.000,0.906,0.094,0.847,0.932,32.7,0.00,1,1400,313
586,BossLose,BossDeath,47.6,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,169,2000,0.00,0.57,0.87,2,14,11,9,-8.679,-1.0,-1.0,-1.0,-1.0,225.7,3,35.6,19.5,47.2,37.7,11.0,45.8,72.9,33.8,85.0,3805.7,7503.5,13659.4,37,0.001,0.949,0.050,0.604,0.971,34.9,0.00,1,1437,866
587,BossLose,BossDeath,57.5,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,61,2000,0.00,1.00,0.80,1,15,9,9,-4.619,-1.0,-1.0,-1.0,-1.0,267.3,3,38.3,19.5,52.0,34.9,10.7,43.1,72.4,33.8,91.1,2846.9,11384.3,6621.0,30,0.001,0.929,0.070,0.750,0.855,33.5,0.00,0,2157,652
588,BossLose,BossDeath,43.5,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,8,11,9,-3.866,-1.0,-1.0,-1.0,-1.0,204.7,3,37.3,14.1,51.5,34.5,12.3,40.6,70.8,29.0,90.3,2661.6,10677.2,4655.0,35,0.001,0.942,0.057,0.787,0.594,30.1,0.00,0,1712,518
589,BossLose,BossDeath,47.4,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,9,9,9,-5.068,-1.0,-1.0,-1.0,-1.0,218.8,3,37.7,12.2,42.4,35.0,14.2,40.6,72.1,29.0,79.3,2765.6,12198.2,5533.1,50,0.001,0.923,0.076,0.814,0.379,35.7,0.00,0,1930,388
590,BossLose,BossDeath,62.1,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,27,2000,0.00,0.94,0.97,0,12,13,9,19.371,-1.0,42.1,-1.0,-1.0,285.0,3,31.9,10.0,48.0,33.5,4.6,51.1,64.7,19.9,85.5,8075.7,14082.0,13617.0,37,0.001,0.918,0.081,0.748,0.716,25.2,0.00,0,2320,595
591,BossLose,BossDeath,60.7,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,58,2000,0.00,1.00,0.81,1,14,12,11,-0.183,-1.0,-1.0,-1.0,-1.0,282.2,3,38.8,19.5,59.6,35.5,11.4,53.4,73.6,33.8,93.4,2957.6,10752.3,7161.1,28,0.001,0.930,0.069,0.836,0.633,32.3,0.00,1,2539,521
592,BossLose,BossDeath,51.8,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,108,2000,0.00,0.64,1.00,1,16,10,11,-1.792,-1.0,-1.0,-1.0,-1.0,243.7,3,37.3,11.4,56.0,34.7,13.4,40.4,70.8,19.9,91.9,2839.2,11118.2,4686.1,28,0.001,0.941,0.058,0.753,0.986,34.3,0.00,0,1950,627
593,BossLose,BossDeath,44.0,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,140,2000,0.00,1.00,0.53,1,14,10,8,-8.077,-1.0,-1.0,-1.0,-1.0,207.3,3,34.9,14.2,47.3,37.0,10.7,57.0,70.9,22.6,97.4,4509.4,7463.9,12915.8,20,0.001,0.942,0.057,0.584,0.981,33.9,0.00,0,1285,784
594,BossLose,BossDeath,52.2,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,166,2000,0.00,0.45,1.00,0,9,8,8,-5.802,-1.0,-1.0,-1.0,-1.0,239.8,3,37.8,17.5,46.4,34.9,14.1,42.0,71.6,24.8,86.7,2270.9,10385.5,6894.1,40,0.001,0.919,0.080,0.691,0.315,34.4,0.00,0,1803,812
595,BossLose,BossDeath,46.8,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,35,2000,0.00,0.88,1.00,1,10,8,8,-2.841,-1.0,-1.0,-1.0,-1.0,218.1,3,40.0,12.8,61.4,35.5,19.5,40.4,74.6,33.8,97.6,2746.3,13214.0,5459.4,49,0.001,0.933,0.066,0.825,0.736,32.5,0.00,0,1929,377
596,BossLose,BossDeath,56.9,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,11,10,14,-5.549,-1.0,-1.0,-1.0,-1.0,264.9,3,37.7,14.1,43.4,35.1,16.2,42.7,71.3,24.8,83.1,3020.1,10091.8,7077.3,54,0.001,0.932,0.067,0.792,0.343,34.9,0.00,0,2252,832
